month,Burger King,CVS Pharmacy,Chick-fil-A,Domino's Pizza,Dunkin',Enterprise Rent-A-Car,Great Clips,Jimmy John's,KFC,McDonald's,Papa John's Pizza,Pizza Hut,Starbucks,Subway,Taco Bell,The UPS Store,US Post Office,Walgreens,Wawa,Wendy's
2021-11-01,75.86490453195947,142.9607728989984,164.75791167551307,75.19905869461724,197.12942224206287,15.578562493545384,32.03610314679589,20.13312647573487,51.53488754756547,290.7033991133322,44.26845742514165,37.35072512729377,557.7107366586972,49.312056737588655,137.8986218947938,96.60472173221235,38.688135144029715,168.1631205673759,115.58119713681003,111.3551095894563
2021-12-01,81.94489873656681,144.0792193181147,188.25318094717196,70.11802079309973,179.14917019738354,25.22646262988984,32.03610314679589,19.618968852852095,47.57654147430158,292.3359106301366,42.33794300287277,39.481085239498924,563.1769010155596,49.6241134751773,139.76765549055656,125.28843698468836,87.90791665901641,169.32624113475177,140.9433467887342,113.78005780449624
2022-01-01,76.88962362303802,145.19766573723098,176.30294413708617,76.82073399282038,184.46679003928085,21.301796716236428,32.03610314679589,28.949356047698714,50.00773922009283,277.9199916990302,43.80981230022089,42.254858609178285,490.6056462086909,49.93617021276596,138.91592066082808,112.59200107242299,56.392535600965076,170.48936170212767,99.41104652184657,115.62239593797645
2022-02-01,74.26392688979013,146.31611215634726,182.80185576410858,71.79616541369222,182.82296129311666,14.833159094660996,32.03610314679589,25.0393931925207,47.34235067663273,262.7869534162994,43.95770877774545,35.18308112932106,391.76750969006264,50.248226950354606,139.3040636143936,98.50723170789925,47.05128744654841,171.65248226950354,91.38197180854891,109.76387747695055
2022-03-01,94.99513653098263,147.43455857546354,179.30551383627952,75.44024112467119,194.38002925732616,26.675421496962905,32.03610314679589,32.865803284846635,44.798859559234145,329.1504953680795,42.027194355476574,36.39709806034668,465.84607941438003,50.56028368794326,139.12718350201098,101.46057966525721,48.91167262763251,172.81560283687944,115.78427152691731,118.1116034028658
2022-04-01,85.71360654024937,148.55300499457982,172.32533384612827,74.71370560379893,211.11476396978077,25.215257875783124,32.03610314679589,35.43609977074593,50.09201087404136,294.2288356456933,43.4990636528247,26.776647809330527,419.25175684084877,50.87234042553192,139.20778930425237,95.70121619202123,41.75163442054334,173.9787234042553,101.23199427556285,111.8493532963819
2022-05-01,81.43428541086806,149.6714514136961,183.16297725548387,73.42120876507948,206.35115936814336,26.875297342415227,32.03610314679589,35.51452235589068,53.44815082263371,327.30543658446106,43.64696013034926,27.96485141650766,512.7704696561282,51.184397163120565,139.1710565406451,100.73742599867559,28.261346428514805,175.1418439716312,93.79832111080393,122.38418633152936
2022-06-01,89.81600149981206,150.7898978328124,190.38151773981267,74.66635149447296,200.00672781299954,26.49558127133803,32.03610314679589,30.67106484331671,49.48980474936982,317.74181089167433,41.71644570808038,29.073722574359817,491.8394998516822,51.49645390070922,139.18779597980097,97.21590607752354,27.398770024813192,176.3049645390071,70.64319056876747,116.63906065392933
2022-07-01,102.09744166432174,151.90834425192867,191.49156103866372,80.7717820687919,194.53096940663582,22.265744139724337,32.03610314679589,33.95608160735256,51.92100249516107,354.9434430027242,43.18831500542851,30.18947395375054,427.5835913768073,51.808510638297875,139.18016767210682,105.63507177245133,35.78689047420225,177.46808510638297,107.71092326146695,127.27796429957725
2022-08-01,98.24442896380116,153.02679067104495,201.31374933348044,76.70598703651318,185.016386963725,24.48308537076908,32.03610314679589,25.95162191134046,49.25561395170097,351.7991873779099,43.33621148295307,26.97429643633949,440.946978162186,52.12056737588652,139.1836439581242,107.57438522071233,36.88345548050095,178.63120567375887,97.3356162588246,125.61866589728345
2022-09-01,83.05044593867352,154.14523709016123,153.88028237933588,78.42408413634975,191.43573250549787,16.812243853759835,32.03610314679589,25.27838347338498,46.712122834302384,328.07731155580757,41.40569706068419,21.182946870225905,387.5210465709702,52.43262411347518,139.18205978441765,96.44168295835995,26.47279835236588,179.79432624113474,80.47607006690087,112.31835116369503
2022-10-01,89.48661110515292,155.2636835092775,141.5804047513472,75.9106722585928,193.4566112991323,23.55008942123429,32.03610314679589,21.985597430276997,52.0052741491096,357.7717926303802,42.87756635803231,26.53830490254938,349.0550664636115,52.744680851063826,139.18278170612376,100.82440376175026,31.165431287762786,180.95744680851064,94.89007339368857,122.48976142159047
2022-11-01,81.6957544598603,156.3821299283938,125.44185580388924,77.25374580718311,153.50251635638347,-0.12643665259971648,32.03610314679589,3.801806688936537,55.36141409770195,307.50982275164085,43.02546283555687,23.76761362736635,369.6748543479732,53.05673758865248,139.1824527201372,99.14637858072824,17.878655859577066,182.1205673758865,52.23233361892498,104.01302193374084
2022-12-01,87.77574866446766,157.50057634751008,148.93712507554812,78.40652489563105,134.15026042357255,9.170638332448622,32.03610314679589,-2.4969805906279383,51.40306802443806,309.14233426844527,41.094948413287995,25.712000435362462,375.1410187048357,53.36879432624114,139.18260264190636,125.83814368165515,73.32305025590618,183.2836879432624,75.27391471044649,106.43797014878078
2023-01-01,82.72047355093885,158.61902276662636,136.9868882654623,76.4056031065231,144.9421316199228,8.397345284516902,32.03610314679589,9.34493436026402,53.834265770229315,294.7264153373389,42.56681771063612,28.05693908250801,302.569763897967,53.680851063829785,139.18253432125508,113.03800039307365,41.11779950865591,184.44680851063828,42.15491007179731,108.28030828226099
2023-02-01,80.09477681769096,159.73746918574264,143.48579989248475,72.46285964480593,151.8186951334269,2.1686556508572377,32.03610314679589,7.847871975459239,51.16887722676921,279.5933770546081,42.71471418816068,23.50781644635896,203.73162737933865,53.99290780141844,139.18256545556878,101.56956846122937,36.70020817259957,185.60992907801418,29.06116433964206,102.42178982123511
2023-03-01,100.82598645888348,160.85591560485892,139.98945796465568,77.68319512297555,145.710600867804,10.560777808098159,32.03610314679589,13.572174417594075,48.62538610937062,345.95691900638815,40.7841997658918,24.490929608240183,277.8101971036561,54.30496453900709,139.18255126739183,102.80488979363767,29.61956427055907,186.77304964539007,56.4685967201378,110.76951574715035
2023-04-01,91.5444564681502,161.9743620239752,133.00927797450444,72.60215722145804,173.24079688667229,12.336245212750896,32.03610314679589,13.055584753188576,53.91853742417784,311.035259284002,42.25606906323993,13.144264373349346,231.2158745301248,54.61702127659574,139.1825577330672,97.46727469534825,24.85601963603129,187.93617021276594,44.500127905409464,104.50726564066646
2023-05-01,87.26513533876889,163.09280844309149,143.84692138386004,79.30487042117869,161.61834639480912,12.843789159108617,32.03610314679589,15.436211103059563,57.27467737277019,344.1118602227697,42.40396554076449,15.166346357540295,324.7345873454043,54.9290780141844,139.18255478660282,102.69609619119663,9.848834858447862,189.09929078014184,29.45387153376408,115.0420986758139
